repo,stars,releases,idade_anos,cbo,dit,lcom,loc,locComment
mcxiaoke/android-volley,4278,0,12.34,5.090909090909091,1.893939393939394,15.818181818181818,37.61363636363637,0
mcxiaoke/packer-ng-plugin,4826,1,9.83,2.806451612903226,1.3870967741935485,18.64516129032258,57.29032258064516,0
mcxtzhang/SwipeDelMenuLayout,3774,2,9.07,3.1,1.25,5.2,27.125,0
meefik/linuxdeploy,5611,30,13.09,7.162162162162162,1.6486486486486487,35.891891891891895,72.78378378378379,0
Meituan-Dianping/Leaf,6671,0,6.78,3.475,1.425,11.25,32.625,0
Meituan-Dianping/Robust,4458,13,8.52,3.5238095238095237,1.2619047619047619,17.357142857142858,70.30952380952381,0
Meituan-Dianping/walle,6846,1,8.7,3.148936170212766,1.1914893617021276,8.691489361702128,49.287234042553195,0
mercyblitz/tech-weekly,3979,0,6.8,2.888888888888889,1.0246913580246915,2.123456790123457,17.17283950617284,0
metersphere/metersphere,12481,19,5.63,6.672246220302376,1.2980561555075594,445.99163066954645,86.94168466522679,0
microg/GmsCore,10947,30,11.41,5.734660033167496,1.7103372028745163,14.226644555002764,30.20121614151465,0
micrometer-metrics/micrometer,4712,30,8.45,5.706611570247934,1.2887396694214877,19.852789256198346,41.75051652892562,0
micronaut-projects/micronaut-core,6304,30,7.54,5.757780507780508,1.3230958230958232,36.266789516789515,35.70843570843571,0
microservices-patterns/ftgo-application,3629,0,7.91,5.345945945945946,1.1891891891891893,8.191891891891892,18.562162162162164,0
microsoft/malmo,4202,21,9.35,7.0503597122302155,2.143884892086331,12.848920863309353,68.81294964028777,0
MiguelCatalan/MaterialSearchView,3824,6,10.02,4.048780487804878,1.3170731707317074,22.658536585365855,33.19512195121951,0
mik3y/usb-serial-for-android,5377,30,12.23,6.196969696969697,1.3181818181818181,38.96969696969697,123.81818181818181,0
MinecraftForge/MinecraftForge,7303,0,13.65,7.128434886499402,2.1714456391875747,37.889486260454,37.75746714456392,0
mission-peace/interview,11214,0,11.17,2.0134932533733134,1.0374812593703149,3.4092953523238383,40.86806596701649,0
MisterBooo/LeetCodeAnimation,76453,0,6.79,1.0,1.0,0.0,19.5,0
mock-server/mockserver,4795,0,12.57,7.27321911632101,1.6871055004508566,95.82236248872859,58.732191163210096,0
mockito/mockito,15278,30,12.94,3.4723809523809526,1.4004761904761904,18.329047619047618,24.85238095238095,0
Mojang/brigadier,3601,3,11.02,6.635294117647059,1.1529411764705881,44.55294117647059,50.72941176470588,0
motianhuo/wechat,5437,0,10.33,5.061417322834646,1.2346456692913386,15.453543307086614,54.21417322834645,0
MovingBlocks/Terasology,3760,30,14.56,6.098576512455516,1.4451957295373665,25.027046263345195,39.712099644128116,0
mpusher/mpush,3778,9,9.4,4.731155778894473,1.3442211055276383,24.565326633165828,37.768844221105525,0
mrniko/netty-socketio,6995,19,13.7,4.964497041420119,1.2662721893491125,33.01775147928994,36.88165680473373,0
MuntashirAkon/AppManager,6526,30,5.31,7.914322250639386,1.4789002557544757,73.84015345268543,81.00383631713555,0
mybatis/generator,5311,11,12.61,7.781055900621118,1.9565217391304348,88.08540372670808,105.64596273291926,0
mybatis/mybatis-3,20233,30,12.6,3.5389908256880735,1.239678899082569,20.951834862385322,34.652522935779814,0
mybatis/spring-boot-starter,4216,30,9.99,4.52,1.2228571428571429,16.177142857142858,25.32,0
MyCATApache/Mycat-Server,9552,7,10.8,4.895429899302866,1.2943454686289697,78.48799380325329,71.99302865995352,0
mywalkb/LSPosed_mod,4316,10,3.48,5.574944071588367,1.6241610738255035,50.20134228187919,53.977628635346754,0
naman14/Timber,7056,5,10.28,5.399558498896247,1.4613686534216335,19.748344370860927,48.253863134657834,0
NanoHttpd/nanohttpd,7165,3,13.12,4.340277777777778,1.7916666666666667,22.15972222222222,49.34722222222222,0
natario1/CameraView,5083,30,8.18,5.597378277153558,1.3745318352059925,34.762172284644194,39.61610486891386,0
nathanmarz/storm,8811,0,14.02,4.425381903642773,1.2878965922444183,33.070505287896594,71.1539365452409,0
NationalSecurityAgency/ghidra,60613,30,6.56,,,,,0
navasmdc/MaterialDesignLibrary,8971,3,10.98,4.536585365853658,1.8170731707317074,6.7560975609756095,35.69512195121951,0
nayuki/QR-Code-generator,6125,5,9.44,3.9473684210526314,1.4210526315789473,19.57894736842105,95.94736842105263,0
neo4j/neo4j,15086,30,12.86,,,,,0
Netflix/concurrency-limits,3461,30,7.78,4.609375,1.28125,8.28125,40.0859375,0
Netflix/conductor,12778,30,8.79,7.498493975903615,1.2545180722891567,78.67469879518072,70.86144578313252,0
Netflix/eureka,12626,30,13.16,5.884097035040432,1.2708894878706198,18.57277628032345,44.31132075471698,0
Netflix/Hystrix,24400,30,12.84,3.340648379052369,1.570074812967581,20.253865336658354,30.92768079800499,0
Netflix/maestro,3521,0,1.42,8.384241245136186,1.6196498054474708,28.879377431906615,52.3375486381323,0
Netflix/ribbon,4618,30,12.68,4.385915492957746,1.2661971830985916,13.377464788732395,30.687323943661973,0
Netflix/SimianArmy,7987,4,13.21,5.845901639344262,1.4229508196721312,25.160655737704918,52.64262295081967,0
Netflix/zuul,13892,29,12.53,6.508982035928144,1.6127744510978044,24.890219560878243,43.08582834331337,0
netty/netty,34442,0,14.87,4.421910538286581,1.5099823098306797,67.03639120545868,48.25398028809704,0
networknt/light-4j,3672,30,9.03,4.57246963562753,1.1708502024291498,23.31417004048583,55.68906882591093,0
newbee-ltd/newbee-mall,11394,0,6.0,5.033707865168539,1.0674157303370786,34.91011235955056,44.21348314606742,0
nextcloud/android,4856,30,9.29,9.293069306930693,1.687128712871287,114.48910891089109,92.31485148514851,0
nhaarman/ListViewAnimations,5544,14,12.51,6.474452554744525,2.0583941605839415,10.459854014598541,41.583941605839414,0
nICEnnnnnnnLee/BilibiliDown,3707,30,6.66,4.209923664122138,1.7213740458015268,42.01908396946565,75.7175572519084,0
Nightonke/BoomMenu,5804,0,9.51,5.6347826086956525,1.5739130434782609,227.6695652173913,67.04347826086956,0
nining377/dolby_beta,4210,30,5.34,4.135135135135135,1.454054054054054,7.951351351351351,39.47027027027027,0
nisrulz/android-tips-tricks,4745,0,9.07,1.0,1.0,0.0,22.0,0
NLPchina/ansj_seg,6530,3,13.05,6.31651376146789,1.188073394495413,9.577981651376147,55.642201834862384,0
NLPchina/elasticsearch-sql,7033,30,11.08,9.601449275362318,2.0833333333333335,190.19927536231884,119.17753623188406,0
nostra13/Android-Universal-Image-Loader,16935,0,13.82,4.864285714285714,1.5857142857142856,28.84285714285714,53.1,0
novicezk/midjourney-proxy,5144,0,2.41,5.9,1.2444444444444445,5.811111111111111,30.966666666666665,0
nytimes/Store,3512,0,8.81,6.182758620689655,1.5620689655172413,17.055172413793102,38.92413793103448,0
objectbox/objectbox-java,4558,30,8.66,5.127551020408164,1.7551020408163265,103.66071428571429,62.232142857142854,0
oblac/jodd,4072,30,13.04,3.9945054945054945,1.440934065934066,12.949175824175825,36.925824175824175,0
obsidiandynamics/kafdrop,5974,30,6.32,5.52,1.32,28.21,42.15,0
oddfar/campus-imaotai,4158,11,2.21,6.339449541284404,1.4128440366972477,20.376146788990827,35.44954128440367,0
ogaclejapan/SmartTabLayout,7097,0,10.6,6.355555555555555,1.6444444444444444,9.71111111111111,42.48888888888889,0
oldmanpushcart/greys-anatomy,4026,0,12.83,4.066666666666666,1.1541666666666666,6.770833333333333,44.891666666666666,0
ongakuer/CircleIndicator,4270,7,11.15,6.511111111111111,1.6222222222222222,8.511111111111111,38.044444444444444,0
OpenFeign/feign,9739,30,12.24,5.135525260625501,1.6824378508420208,13.266238973536488,30.02886928628709,0
OpenHFT/Chronicle-Queue,3576,30,12.3,5.49498997995992,1.591182364729459,177.40080160320642,55.23246492985972,0
openjdk/jdk,21733,0,7.01,,,,,0
OpenRefine/OpenRefine,11520,30,12.94,6.696991404011461,1.6883954154727794,12.788681948424069,52.260744985673355,0
opensearch-project/OpenSearch,11576,30,4.64,7.460357920450321,1.7342148584780415,38.48961818278371,67.33747543943497,0
OpenTSDB/opentsdb,5063,27,15.07,7.139874739039666,1.2839248434237995,64.87578288100208,109.22338204592901,0
openzipkin/zipkin,17308,30,13.29,6.4487804878048784,1.5548780487804879,19.37682926829268,47.541463414634144,0
oracle/graal,21099,30,9.68,,,,,0
oracle/opengrok,4637,30,12.71,5.351950354609929,1.6382978723404256,78.87765957446808,62.61879432624114,0
orhanobut/dialogplus,4987,9,10.78,5.241379310344827,1.0344827586206897,57.86206896551724,36.10344827586207,0
orhanobut/hawk,3980,22,10.59,3.6153846153846154,1.0384615384615385,12.961538461538462,32.07692307692308,0
orhanobut/logger,13888,16,10.51,5.833333333333333,1.1666666666666667,14.944444444444445,45.94444444444444,0
orientechnologies/orientdb,4873,30,12.78,6.477718360071301,1.609229550406021,309.38304614775205,89.11428005545653,0
oshi/oshi,5078,30,13.62,5.521609538002981,1.5901639344262295,31.64381520119225,54.30253353204173,0
osmandapp/OsmAnd,5317,1,14.68,8.731323505052178,1.6132184860029817,106.60195461321848,113.34586715255922,0
paascloud/paascloud-master,9899,0,7.52,6.10377358490566,1.3153638814016173,5.4568733153638815,22.140161725067387,0
pagehelper/Mybatis-PageHelper,12339,15,11.28,5.8121546961325965,1.441988950276243,29.640883977900554,40.828729281767956,0
PaperMC/Paper,11419,0,9.67,6.896758703481392,1.6857142857142857,111.82184873949579,38.5594237695078,0
pardom-zz/ActiveAndroid,4677,0,12.85,3.903225806451613,1.935483870967742,22.080645161290324,50.935483870967744,0
PBH-BTN/PeerBanHelper,4933,30,1.61,6.717693836978131,1.337972166998012,15.526838966202783,42.97017892644135,0
pedant/sweet-alert-dialog,7248,2,10.93,4.375,1.25,31.0625,58.9375,0
pedrovgs/AndroidWiFiADB,4148,8,9.93,2.8666666666666667,1.5,12.133333333333333,36.53333333333333,0
pedrovgs/EffectiveAndroidUI,6015,0,11.22,4.438356164383562,1.3424657534246576,11.616438356164384,26.34246575342466,0
pentaho/pentaho-kettle,8178,1,11.95,6.009631985461154,1.278964107223989,83.13475692866879,69.70804179918218,0
permissions-dispatcher/PermissionsDispatcher,11229,30,10.1,1.6218487394957983,1.226890756302521,34.378151260504204,26.756302521008404,0
perwendel/spark,9660,0,14.39,4.542986425339366,1.2986425339366516,47.11764705882353,43.38461538461539,0
PhilJay/MPAndroidChart,38106,30,11.41,8.843137254901961,1.9803921568627452,91.0326797385621,68.99019607843137,0
phishman3579/java-algorithms-implementation,4511,0,11.84,3.567198177676538,1.5831435079726652,7.050113895216401,72.34168564920273,0
phodal/migration,3464,0,5.7,1.4166666666666667,1.0,0.08333333333333333,8.416666666666666,0
Piasy/BigImageViewer,3988,0,8.87,4.607142857142857,1.2857142857142858,12.80952380952381,29.916666666666668,0
pig-mesh/pig,6418,19,6.07,6.910526315789474,1.3105263157894738,5.326315789473684,19.85,0
pingfangushi/screw,3921,0,5.25,4.985294117647059,1.3529411764705883,5.242647058823529,28.977941176470587,0
pinpoint-apm/pinpoint,13716,30,10.92,5.192473713337023,1.1427780852241285,11.422689540675153,31.468622025456558,0
plantuml/plantuml,12088,30,14.88,7.133672172808132,1.542312579415502,36.50851334180432,47.504701397712836,0
PlexPt/chatgpt-java,3644,24,2.79,5.27536231884058,1.2753623188405796,14.594202898550725,29.130434782608695,0
pmd/pmd,5212,30,13.2,5.724087233521196,2.0553785836804703,43.44376378338642,35.925018377848566,0
pockethub/PocketHub,9380,1,14.04,6.5754716981132075,1.4811320754716981,9.04245283018868,32.924528301886795,0
PojavLauncherTeam/PojavLauncher,8390,30,5.53,6.154228855721393,1.4104477611940298,124.73134328358209,67.53482587064677,0
PowerJob/PowerJob,7592,30,5.52,5.7456953642384105,1.1841059602649007,5.137748344370861,32.69403973509934,0
powermock/powermock,4190,16,11.32,3.4397163120567376,1.2427107959022852,22.71315996847912,25.98581560283688,0
pqpo/SmartCropper,4093,13,8.13,6.25,1.3333333333333333,122.5,85.08333333333333,0
processing/processing,6504,30,12.66,3.675704989154013,1.6247288503253796,507.76138828633407,119.31453362255965,0
projectlombok/lombok,13280,0,16.29,,,,,0
prolificinteractive/material-calendarview,5925,22,10.61,6.454545454545454,1.5340909090909092,69.01136363636364,41.56818181818182,0
promeG/TinyPinyin,3916,2,9.98,2.0307692307692307,1.0923076923076922,8.753846153846155,21.553846153846155,0
provectus/kafka-ui,11307,25,5.82,7.243664717348928,1.510721247563353,17.13450292397661,35.358674463937625,0
proxyee-down-org/proxyee-down,24867,30,7.91,5.516666666666667,1.4666666666666666,19.516666666666666,56.53333333333333,0
puniverse/quasar,4578,18,12.49,3.386212008895478,1.497405485544848,35.99703484062268,39.11786508524833,0
pxb1988/dex2jar,12907,8,10.52,5.425569176882662,1.5709281961471104,21.13309982486865,73.05604203152365,0
pytorch/serve,4349,24,5.97,5.800796812749004,1.4661354581673307,63.91633466135458,74.68924302788845,0
Qihoo360/RePlugin,7340,19,8.29,5.18859649122807,1.4166666666666667,32.01973684210526,66.39254385964912,0
qiurunze123/miaosha,26511,0,7.02,4.146853146853147,1.1258741258741258,14.3006993006993,30.003496503496503,0
qstumn/BadgeView,3978,5,8.62,4.3428571428571425,1.3142857142857143,49.885714285714286,50.25714285714286,0
quartz-scheduler/quartz,6609,5,9.54,5.575697211155378,1.4422310756972112,119.36653386454184,69.00996015936255,0
querydsl/querydsl,4910,30,14.13,5.197710396039604,1.9866955445544554,42.900680693069305,30.518564356435643,0
Querz/mcaselector,3953,30,7.41,6.8474576271186445,2.4369114877589455,22.178907721280602,68.49905838041431,0
questdb/questdb,16139,30,11.4,,,,,0
qunarcorp/bistoury,4084,8,6.14,4.837619397501837,1.2792064658339457,21.41587068332109,54.10580455547392,0
rabbitmq/rabbitmq-tutorials,6808,0,15.01,4.588235294117647,1.0,2.2941176470588234,29.019607843137255,0
Ramotion/folding-cell-android,4901,0,9.47,4.142857142857143,1.3333333333333333,13.380952380952381,38.666666666666664,0
raphw/byte-buddy,6611,30,11.82,6.147154471544716,1.6159349593495935,14.865528455284553,46.54113821138211,0
razerdp/BasePopup,5233,15,9.68,5.887323943661972,1.6954225352112675,34.29401408450704,49.80105633802817,0
rbmonster/learning-note,3702,0,5.26,2.1945288753799392,1.1732522796352585,2.893617021276596,20.316109422492403,0
react-native-camera/react-native-camera,9648,30,10.48,,,,,0
react-native-image-picker/react-native-image-picker,8591,30,10.29,6.181818181818182,1.5454545454545454,66.18181818181819,73.72727272727273,0
react-native-linear-gradient/react-native-linear-gradient,4943,18,10.48,5.157894736842105,1.631578947368421,10.68421052631579,25.68421052631579,0
react-native-share/react-native-share,3822,30,9.98,5.585365853658536,2.073170731707317,8.609756097560975,43.707317073170735,0
react-native-webrtc/react-native-webrtc,4863,30,9.99,6.119402985074627,1.1492537313432836,8.716417910447761,60.985074626865675,0
reactive-streams/reactive-streams-jvm,4860,0,11.56,3.122004357298475,1.2766884531590414,20.335511982570807,34.287581699346404,0
ReactiveX/RxAndroid,20087,20,11.09,2.272727272727273,1.1272727272727272,3.090909090909091,26.4,0
ReactiveX/RxJava,48338,30,12.7,2.5245639167439116,1.3186989129518834,47.46262745428499,31.222297126485213,0
reactor/reactor-core,5138,30,9.87,7.188418708240534,1.6824053452115812,121.57193763919823,90.17149220489978,0
realm/realm-java,11484,0,13.42,4.293410041841004,1.2128661087866108,51.74843096234309,57.61872384937239,0
ReChronoRain/HyperCeiler,3910,7,1.9,,,,,0
redisson/redisson,24035,30,11.69,5.956887486855941,1.342446547493866,180.41324921135646,59.16719242902208,0
redis/jedis,12156,30,15.28,5.538083538083538,1.4201474201474202,530.3718263718264,89.90090090090091,0
redis/lettuce,5642,30,11.37,6.310123456790124,1.3925925925925926,166.44493827160494,54.24691358024691,0
RedSpider1/concurrent,4590,0,6.88,,,,,0
rememberber/WePush,4578,30,8.25,6.77536231884058,1.5797101449275361,25.14855072463768,82.57608695652173,0
remkop/picocli,5198,30,8.63,2.9407760381211707,1.111640571817563,58.95371000680735,32.68379850238257,0
rengwuxian/MaterialEditText,6099,19,10.9,5.653846153846154,1.3076923076923077,742.8461538461538,130.19230769230768,0
rengwuxian/RxJavaSamples,3927,3,9.5,4.547169811320755,1.3962264150943395,1.6037735849056605,18.88679245283019,0
resilience4j/resilience4j,10366,30,10.3,6.9974905897114175,1.466750313676286,18.971141781681304,38.79548306148055,0
rest-assured/rest-assured,7029,0,14.92,5.2414772727272725,1.1988636363636365,106.02414772727273,40.62642045454545,0
ReVanced/revanced-patches,4604,30,1.77,5.25754060324826,1.368909512761021,18.069605568445475,45.109048723897914,0
rey5137/material,5988,10,10.79,6.511475409836065,1.6459016393442623,54.49508196721312,89.65901639344263,0
RikkaApps/Sui,3464,21,4.71,4.932584269662922,1.1797752808988764,14.55056179775281,50.71910112359551,0
RipMeApp/ripme,3960,30,8.7,5.00625,2.540625,28.16875,62.153125,0
RoaringBitmap/RoaringBitmap,3741,30,12.26,5.586206896551724,1.1394984326018809,259.59404388714734,122.9090909090909,0
robinhood/ticker,4389,9,9.18,4.612903225806452,1.3225806451612903,27.612903225806452,51.0,0
roboguice/roboguice,3752,0,13.11,3.947526236881559,1.3100449775112444,7.127736131934033,22.196701649175413,0
robolectric/robolectric,5968,30,15.07,5.932344064386318,1.3667002012072436,72.49094567404427,56.28244466800805,0
rockerhieu/emojicon,3613,2,11.68,5.153846153846154,1.564102564102564,6.769230769230769,76.17948717948718,0
rom1v/sndcpy,3437,2,5.28,7.75,2.0,20.25,53.5,0
romandanylyk/PageIndicatorView,4639,14,9.08,5.513888888888889,1.5,22.805555555555557,49.05555555555556,0
roncoo/roncoo-pay,4923,0,9.17,5.2055837563451774,1.281725888324873,62.93654822335025,50.53299492385787,0
ronmamo/reflections,4768,3,12.43,2.771573604060914,1.1522842639593909,13.65989847715736,24.274111675126903,0
roughike/BottomBar,8388,4,9.52,4.909090909090909,1.2878787878787878,61.666666666666664,42.93939393939394,0
rovo89/XposedInstaller,3958,0,13.47,4.886699507389163,1.4187192118226601,8.517241379310345,44.23645320197044,0
rstudio/rstudio,4868,0,14.79,4.89226598173516,1.2775399543378996,352.13313356164383,32.52126141552512,0
rubenlagus/TelegramBots,5230,30,9.69,10.398160315374508,2.2036793692509855,10.420499342969777,27.608409986859396,0
rubensousa/GravitySnapHelper,5002,14,9.06,6.375,1.75,57.875,76.25,0
rubensousa/PreviewSeekBar,3460,10,8.65,5.6521739130434785,1.173913043478261,28.17391304347826,50.69565217391305,0
rubensousa/ViewPagerCards,4073,0,9.08,5.333333333333333,1.5555555555555556,2.2222222222222223,26.666666666666668,0
runelite/runelite,5115,0,9.39,3.614918292040063,1.2216657880864523,25.84976278334212,125.65023721665789,0
ryanhoo/StylishMusicPlayer,3706,0,9.02,5.025773195876289,1.309278350515464,13.216494845360824,29.778350515463917,0
s4kibs4mi/java-developer-roadmap,4230,0,6.41,0.0,1.0,0.0,5.0,0
saiwu-bigkoo/Android-ConvenientBanner,4771,0,10.75,4.827586206896552,1.4482758620689655,7.793103448275862,29.24137931034483,0
Sayi/poi-tl,4860,14,10.51,6.398095238095238,1.2057142857142857,89.65523809523809,43.43047619047619,0
saysky/ForestBlog,4669,0,7.95,5.104651162790698,1.069767441860465,12.686046511627907,28.337209302325583,0
scribejava/scribejava,5467,9,15.05,4.208502024291498,1.4008097165991902,10.935222672064777,25.649797570850204,0
scwang90/SmartRefreshLayout,25154,14,8.3,6.651026392961877,1.5073313782991202,30.319648093841643,53.21407624633431,0
seaswalker/spring-analysis,13725,0,9.03,2.4242424242424243,1.2424242424242424,1.7878787878787878,11.454545454545455,0
SeleniumHQ/selenium,33243,30,12.68,5.857142857142857,1.3820224719101124,32.73889780631354,47.35741037988229,0
seven332/EhViewer,9340,30,11.36,7.144758735440932,1.821963394342762,45.26289517470882,73.83028286189683,0
sherxon/AlgoDS,3432,0,8.76,1.3380281690140845,1.004225352112676,1.4112676056338027,29.883098591549295,0
shopizer-ecommerce/shopizer,3796,18,12.84,7.9367396593673964,1.6828872668288726,34.145174371451745,43.38118410381184,0
shuzheng/zheng,16729,0,8.96,4.49901768172888,1.4086444007858545,340.8565815324165,82.00785854616896,0
shuzijun/leetcode-editor,3902,30,6.51,6.32890365448505,1.7375415282392026,20.13621262458472,44.588039867109636,0
shwenzhang/AndResGuard,8625,4,9.95,3.4242424242424243,1.5,22.37878787878788,98.57575757575758,0
signalapp/Signal-Server,10077,0,11.79,9.126373626373626,1.4803767660910518,13.719780219780219,47.0392464678179,0
singwhatiwanna/dynamic-load-apk,6030,0,11.48,5.82258064516129,1.435483870967742,9.419354838709678,42.25806451612903,0
skylot/jadx,45532,30,12.51,4.457856399583767,1.6670135275754423,32.21782865071106,44.50398890045092,0
smuyyh/BookReader,6783,0,9.13,4.782546494992847,1.4377682403433476,25.32331902718169,44.22603719599428,0
Snailclimb/guide-rpc-framework,4287,0,5.36,4.621052631578947,1.2105263157894737,1.1894736842105262,24.273684210526316,0
Snailclimb/JavaGuide,151806,0,7.37,,,,,0
sockeqwe/mosby,5476,15,10.5,5.380664652567976,1.6117824773413898,9.637462235649547,25.88821752265861,0
socketio/socket.io-client-java,5405,7,12.4,1.9213973799126638,1.0960698689956332,4.253275109170306,24.624454148471617,0
sofastack/sofa-boot,5061,30,7.47,5.153259949195597,1.1981371718882303,17.818797629127857,27.798475867908554,0
sofastack/sofa-jraft,3746,30,6.55,6.228094575799722,1.4638386648122392,76.5048678720445,95.68497913769124,0
sofastack/sofa-rpc,3897,30,7.45,5.221204188481676,1.3219895287958114,24.512434554973822,47.40903141361257,0
software-mansion/react-native-svg,7837,30,9.68,6.545871559633028,2.646788990825688,87.93577981651376,60.0,0
SplashCodes/JAViewer,4604,10,9.34,5.787709497206704,1.5977653631284916,11.64804469273743,35.245810055865924,0
SPLWare/esProc,4669,0,3.86,6.574716981132076,2.1637735849056603,97.73735849056604,161.0588679245283,0
spotbugs/spotbugs,3740,30,8.88,3.2671726755218216,1.3857685009487666,25.773434535104364,41.20569259962049,0
spring-attic/spring-mvc-showcase,4986,0,14.3,5.172413793103448,1.206896551724138,9.448275862068966,22.086206896551722,0
spring-attic/spring-security-oauth,4703,0,14.16,6.064064064064064,1.6026026026026026,13.3993993993994,35.23923923923924,0
spring-cloud/spring-cloud-gateway,4740,30,8.84,6.902378999179655,1.3716160787530762,16.393765381460213,33.507793273174734,0
spring-cloud/spring-cloud-netflix,4933,24,11.2,7.208333333333333,1.2159090909090908,85.80681818181819,32.234848484848484,0
spring-io/initializr,3599,17,12.29,5.907859078590786,1.2669376693766938,33.733062330623305,43.052845528455286,0
spring-projects/spring-data-examples,5356,0,11.64,2.6212144040982372,1.0085882175681784,0.4661744764200693,7.704384511074281,0
spring-projects/spring-security,9301,30,13.7,7.707935560859188,1.264618138424821,10.510739856801909,40.64618138424821,0
springdoc/springdoc-openapi,3546,30,6.19,3.9317333333333333,1.3138666666666667,9.059733333333334,14.4768,0
springfox/springfox,5941,12,13.38,5.702464788732394,1.1205985915492958,23.252640845070424,28.27024647887324,0
springside/springside4,5684,3,13.58,3.165079365079365,1.276190476190476,24.784126984126985,40.768253968253966,0
sqshq/piggymetrics,13704,2,10.48,6.040404040404041,1.0606060606060606,3.8282828282828283,19.0,0
square/android-times-square,4437,0,12.64,4.553191489361702,1.2340425531914894,25.872340425531913,48.638297872340424,0
square/dagger,7301,0,13.14,3.1748768472906406,1.229064039408867,5.987684729064039,19.810344827586206,0
square/javapoet,10870,0,12.64,4.515151515151516,1.1515151515151516,129.2929292929293,76.1919191919192,0
square/otto,5145,0,13.24,2.4352941176470586,1.388235294117647,3.552941176470588,23.376470588235293,0
square/sqlbrite,4546,9,10.59,4.69811320754717,1.3584905660377358,4.30188679245283,31.40566037735849,0
sshahine/JFoenix,6342,0,10.04,6.92,1.6235294117647059,22.084705882352942,57.75529411764706,0
ssssssss-team/spider-flow,10933,2,5.48,5.385093167701863,1.7329192546583851,20.32919254658385,54.33540372670807,0
stanfordnlp/CoreNLP,9967,19,12.24,5.704529616724739,1.459233449477352,148.57862950058072,129.52357723577236,0
StarRocks/starrocks,10683,30,4.04,7.298623515813807,1.4769360092466113,135.4324892297993,77.23211095933593,0
stfalcon-studio/ChatKit,3715,1,8.63,5.768518518518518,2.8981481481481484,35.48148148148148,43.333333333333336,0
Stirling-Tools/Stirling-PDF,67539,30,2.64,8.208547008547008,1.2324786324786325,16.724786324786326,60.67008547008547,0
stleary/JSON-java,4660,24,14.75,3.1868131868131866,1.2197802197802199,365.72527472527474,134.52747252747253,0
strimzi/strimzi-kafka-operator,5379,30,9.38,11.283623693379791,1.4961672473867595,45.92264808362369,83.42369337979095,0
sunfusheng/MarqueeView,3792,0,9.31,5.409090909090909,1.3636363636363635,5.454545454545454,36.54545454545455,0
SuperMonster003/AutoJs6,4621,20,3.8,5.126131221719457,1.46210407239819,37.23359728506787,63.0197963800905,0
supertokens/supertokens-core,14525,30,5.71,9.738193018480493,1.5780287474332648,71.14373716632444,110.33778234086242,0
Suwayomi/Suwayomi-Server,5651,30,4.74,5.551470588235294,1.625,1509.5392156862745,100.4779411764706,0
swagger-api/swagger-core,7458,30,14.22,4.820460704607046,1.2262872628726287,49.71138211382114,28.742547425474253,0
syncthing/syncthing-android,3966,30,11.58,6.514084507042254,1.6901408450704225,9.049295774647888,59.32394366197183,0
tbruyelle/RxPermissions,10482,11,9.98,4.65,1.1,10.1,43.8,0
tchiotludo/akhq,3656,30,7.03,8.20327868852459,1.2918032786885245,29.009836065573772,56.95737704918033,0
Team-xManager/xManager,11861,30,4.61,2.017175572519084,1.0209923664122138,4.732824427480916,41.64503816793893,0
TeamAmaze/AmazeFileManager,5767,30,11.19,7.3047404063205414,1.4492099322799097,28.839729119638825,71.89841986455981,0
TeamNewPipe/NewPipe,35108,30,10.05,8.295221843003413,1.6450511945392492,43.29692832764505,70.93174061433447,0
tencentmusic/supersonic,4197,15,2.27,6.28169014084507,1.2904929577464788,46.083626760563384,40.81954225352113,0
Tencent/APIJSON,18200,30,8.83,5.885714285714286,1.2428571428571429,1165.5714285714287,197.77142857142857,0
Tencent/GT,4414,3,9.69,3.8714285714285714,1.302857142857143,13.67047619047619,53.01238095238095,0
Tencent/matrix,11905,16,6.78,4.506819813352477,1.2893036611629576,12.894472361809045,56.73510409188801,0
Tencent/QMUI_Android,14514,30,8.42,5.468105065666041,1.629455909943715,35.34240150093809,54.69887429643527,0
Tencent/Shadow,7641,5,6.27,4.244807121661721,1.78486646884273,17.33234421364985,32.5,0
Tencent/tinker,17560,30,9.04,4.7942307692307695,1.603846153846154,28.471153846153847,77.78461538461538,0
Tencent/VasSonic,11871,10,8.14,4.198198198198198,1.2792792792792793,21.61261261261261,66.85585585585585,0
termux/termux-app,45170,30,9.92,5.912772585669782,1.4299065420560748,60.82554517133956,76.51713395638629,0
testcontainers/testcontainers-java,8324,30,10.45,5.3478260869565215,1.4938684503901896,21.911928651059085,34.55629877369008,0
TGX-Android/Telegram-X,4655,5,4.09,9.469324090121317,1.4228769497400346,544.4280762564991,145.75979202772965,0
TheAlgorithms/Java,63411,0,9.18,2.0624584717607974,1.0438538205980066,7.9661129568106315,38.287707641196015,0
TheoKanning/openai-java,4788,22,5.01,5.387878787878788,1.084848484848485,15.55151515151515,16.866666666666667,0
theonedev/onedev,14330,30,6.87,5.838206627680312,1.4108187134502923,26.036184210526315,40.184819688109165,0
thingsboard/thingsboard,19729,30,8.81,,,,,0
thinkaurelius/titan,5241,0,13.57,5.864491844416562,1.3695106649937265,20.50564617314931,44.64429109159347,0
ThirtyDegreesRay/OpenHub,4280,30,8.19,6.7560975609756095,1.6326219512195121,32.92835365853659,37.422256097560975,0
tiann/epic,4517,5,8.33,3.228187919463087,1.6241610738255035,30.395973154362416,34.40939597315436,0
