full_name,owner,name,description,url,stars,forks,primary_language,releases,age_years,size_bytes,repository,total_classes,avg_cbo,median_cbo,std_cbo,avg_dit,median_dit,std_dit,avg_lcom,median_lcom,std_lcom,total_loc,avg_loc_per_class,max_cbo,max_dit,max_lcom
ReactiveX/RxJava,ReactiveX,RxJava,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.,https://github.com/ReactiveX/RxJava,48319,7611,Java,241,12.68,16462075,ReactiveX_RxJava,11867,2.524648184039774,1.0,5.253409320604762,1.3187831802477459,1.0,0.8865838640608364,47.46262745428499,0.0,1802.9053887835348,370515,31.222297126485213,237,26,143916
skylot/jadx,skylot,jadx,Dex to Java decompiler,https://github.com/skylot/jadx,45459,5249,Java,32,12.49,5019309,skylot_jadx,2883,4.457856399583767,3.0,6.706487210031563,1.6670135275754423,1.0,1.2612206982573855,32.21782865071106,0.0,328.9178433537427,128305,44.50398890045092,95,21,10480
elastic/elasticsearch,elastic,elasticsearch,"Free and Open Source, Distributed, RESTful Search Engine",https://github.com/elastic/elasticsearch,73776,25444,Java,206,15.59,197153957,elastic_elasticsearch,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan
termux/termux-app,termux,termux-app,Termux - a terminal emulator application for Android OS extendible by variety of packages.,https://github.com/termux/termux-app,44997,5078,Java,95,9.89,2071561,termux_termux-app,321,5.912772585669782,4.0,7.18713208458326,1.4299065420560748,1.0,0.7041681643885342,60.82554517133956,0.0,236.3712402565189,24562,76.51713395638629,61,6,2045
jeecgboot/JeecgBoot,jeecgboot,JeecgBoot,🔥AI低代码平台，助力企业快速实现低代码开发和构建AI应用！前后端分离架构 SpringBoot3，SpringCloud、Mybatis，Ant Design&Vue3、TS+vite！强大代码生成器实现前后端一键生成，无需手写代码! 引领AI低代码开发模式：AI生成→在线编码→代码生成→手工合并，解决Java项目80%重复工作，提升效率，节省成本，兼顾灵活性~,https://github.com/jeecgboot/JeecgBoot,43848,15550,Java,63,6.8,28725193,jeecgboot_JeecgBoot,828,7.167874396135265,4.0,9.06150323852963,1.182367149758454,1.0,0.46061648452040754,49.893719806763286,0.0,298.85231628620306,46549,56.218599033816425,87,5,3916
PhilJay/MPAndroidChart,PhilJay,MPAndroidChart,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.",https://github.com/PhilJay/MPAndroidChart,38107,9054,Java,44,11.39,1317015,PhilJay_MPAndroidChart,306,8.843137254901961,5.0,10.006632323275921,1.9803921568627452,1.0,1.2305967537333011,91.0326797385621,1.0,517.7972439225406,21111,68.99019607843137,45,6,6254
dbeaver/dbeaver,dbeaver,dbeaver,Free universal database tool and SQL client,https://github.com/dbeaver/dbeaver,45366,3839,Java,231,9.9,31663489,dbeaver_dbeaver,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan
halo-dev/halo,halo-dev,halo,强大易用的开源建站工具。,https://github.com/halo-dev/halo,36900,10072,Java,227,7.48,8474169,halo-dev_halo,1591,7.529855436832181,5.0,7.3410336301479076,1.2608422375864237,1.0,0.6136551340313551,6.814582023884349,0.0,28.27373274492555,52286,32.86360779384035,57,8,561
alibaba/arthas,alibaba,arthas,Alibaba Java Diagnostic Tool Arthas/Alibaba Java诊断利器Arthas,https://github.com/alibaba/arthas,36711,7586,Java,59,7.04,2889713,alibaba_arthas,952,4.734243697478991,3.0,5.88889093472403,1.35609243697479,1.0,0.719478622905232,36.66386554621849,1.0,172.79938720881552,47805,50.21533613445378,52,14,3177
geekxh/hello-algorithm,geekxh,hello-algorithm,🌍 针对小白的算法训练 | 包括四部分：①.大厂面经 ②.力扣图解  ③.千本开源电子书 ④.百张技术思维导图（项目花了上百小时，希望可以点 star 支持，🌹感谢~）推荐免费ChatGPT使用网站,https://github.com/geekxh/hello-algorithm,35770,6469,Java,0,5.29,73641,geekxh_hello-algorithm,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,61,20.333333333333332,2,1,0
airbnb/lottie-android,airbnb,lottie-android,"Render After Effects animations natively on Android and iOS, Web, and React Native",https://github.com/airbnb/lottie-android,35468,5444,Java,59,8.93,1288660,airbnb_lottie-android,293,6.897610921501706,5.0,8.312996988468795,1.286689419795222,1.0,0.6461638346076011,33.41296928327645,0.0,283.1551019300727,17890,61.0580204778157,67,6,4618
TeamNewPipe/NewPipe,TeamNewPipe,NewPipe,A libre lightweight streaming front-end for Android.,https://github.com/TeamNewPipe/NewPipe,35056,3255,Java,137,10.03,3260588,TeamNewPipe_NewPipe,586,8.295221843003413,5.0,10.321492522858286,1.6450511945392492,1.0,1.0955782522377615,43.29692832764505,1.0,237.05970373694439,41566,70.93174061433447,91,11,4194
bumptech/glide,bumptech,glide,An image loading and caching library for Android focused on smooth scrolling,https://github.com/bumptech/glide,34947,6173,Java,54,12.18,3600049,bumptech_glide,1521,5.978303747534516,4.0,6.487045999917463,1.2373438527284681,1.0,0.8034951892746559,19.913214990138066,0.0,157.45076202866417,61026,40.12228796844182,76,20,2835
netty/netty,netty,netty,Netty project - an event-driven asynchronous network application framework,https://github.com/netty/netty,34430,16164,Java,0,14.84,23642301,netty_netty,7915,4.421983575489577,3.0,5.774471881170363,1.5099178774478839,1.0,1.1802418682858324,67.02817435249526,0.0,1137.1786910485619,381897,48.24977890082123,78,26,88833
xkcoding/spring-boot-demo,xkcoding,spring-boot-demo,🚀一个用来深入学习并实战 Spring Boot 的项目。,https://github.com/xkcoding/spring-boot-demo,33905,10990,Java,0,7.84,707390,xkcoding_spring-boot-demo,482,5.051867219917012,4.0,4.00200140145653,1.1307053941908713,1.0,0.4884647768088304,2.3215767634854774,0.0,9.814829841965445,7163,14.860995850622407,19,5,106
Blankj/AndroidUtilCode,Blankj,AndroidUtilCode,:fire: Android developers should collect the following utils(updating).,https://github.com/Blankj/AndroidUtilCode,33642,10705,Java,117,9.12,2683324,Blankj_AndroidUtilCode,670,4.16865671641791,2.0,5.562250218243596,1.364179104477612,1.0,0.8356234289192939,144.95373134328358,0.0,960.5050906924679,39995,59.69402985074627,63,10,18418
alibaba/easyexcel,alibaba,easyexcel,快速、简洁、解决大文件内存溢出的java处理Excel工具,https://github.com/alibaba/easyexcel,33618,7640,Java,14,7.6,1441044,alibaba_easyexcel,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan
doocs/leetcode,doocs,leetcode,🔥LeetCode solutions in any programming language | 多种编程语言实现 LeetCode、《剑指 Offer（第 2 版）》、《程序员面试金典（第 6 版）》题解,https://github.com/doocs/leetcode,34937,9146,Java,21,6.99,10692130,doocs_leetcode,164,2.567073170731707,2.0,1.8704387384696135,1.0060975609756098,1.0,0.07808688094430304,0.3353658536585366,0.0,0.7202371714382373,4414,26.914634146341463,9,2,4
zxing/zxing,zxing,zxing,"ZXing (""Zebra Crossing"") barcode scanning library for Java, Android",https://github.com/zxing/zxing,33584,9419,Java,31,13.92,2718739,zxing_zxing,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan
eugenp/tutorials,eugenp,tutorials,Getting Started with Spring Boot 3: ,https://github.com/eugenp/tutorials,37255,54124,Java,0,12.37,37428234,eugenp_tutorials,23802,4.117006974203848,3.0,4.000751660273938,1.1118813545080246,1.0,0.41942758278836934,5.966809511805731,0.0,40.68838448154161,526089,22.102722460297453,43,11,2415
YunaiV/ruoyi-vue-pro,YunaiV,ruoyi-vue-pro,🔥 官方推荐 🔥 RuoYi-Vue 全新 Pro 版本，优化重构所有功能。基于 Spring Boot + MyBatis Plus + Vue & Element 实现的后台管理系统 + 微信小程序，支持 RBAC 动态权限、数据权限、SaaS 多租户、Flowable 工作流、三方登录、支付、短信、商城、CRM、ERP、AI 大模型等功能。你的 ⭐️ Star ⭐️，是作者生发的动力！,https://github.com/YunaiV/ruoyi-vue-pro,33193,7153,Java,46,4.64,15136686,YunaiV_ruoyi-vue-pro,3748,7.896211312700107,6.0,7.46658111322179,1.224119530416222,1.0,0.44191264742079966,16.288153681963713,0.0,506.3847705454933,93443,24.931430096051226,106,4,30830
SeleniumHQ/selenium,SeleniumHQ,selenium,A browser automation framework and ecosystem.,https://github.com/SeleniumHQ/selenium,33179,8586,Java,108,12.66,15757755,SeleniumHQ_selenium,1869,5.96147672552167,4.0,7.241595080991732,1.3820224719101124,1.0,1.066131300658698,32.73889780631354,1.0,290.59460067083404,88511,47.35741037988229,81,28,10731
binarywang/WxJava,binarywang,WxJava,微信开发 Java SDK ，支持包括微信支付，开放平台，小程序，企业微信，视频号，公众号等的后端开发,https://github.com/binarywang/WxJava,31892,8981,Java,30,9.69,10029128,binarywang_WxJava,5087,5.505209357184981,4.0,6.529457915845721,1.2134853548260272,1.0,0.4416737248792474,20.32062119127187,0.0,217.90492794396474,112951,22.203852958521722,158,5,7260
alibaba/nacos,alibaba,nacos,"an easy-to-use dynamic service discovery, configuration and service management platform for building AI cloud native applications.",https://github.com/alibaba/nacos,32037,13142,Java,84,7.25,16249430,alibaba_nacos,4014,5.709018435475834,3.0,6.740724141870764,1.289237668161435,1.0,0.7001468407560134,23.128550074738417,0.0,312.6108537669294,185577,46.232436472346784,62,14,18145
ityouknow/spring-boot-examples,ityouknow,spring-boot-examples,about learning Spring Boot via examples. Spring Boot 教程、技术栈示例代码，快速简单上手教程。 ,https://github.com/ityouknow/spring-boot-examples,30602,12344,Java,0,8.85,579409,ityouknow_spring-boot-examples,307,4.726384364820847,4.0,3.1044014119135253,1.0260586319218241,1.0,0.15956979484501574,5.03257328990228,0.0,16.3494992295142,4461,14.530944625407166,19,2,135
chinabugotech/hutool,chinabugotech,hutool,🍬A set of tools that keep Java sweet.,https://github.com/chinabugotech/hutool,30068,7658,Java,153,11.42,8199818,chinabugotech_hutool,2656,3.5259789156626504,3.0,3.8437567671065884,1.2827560240963856,1.0,0.7548088709084669,102.20368975903614,0.0,959.9738325851132,131789,49.61935240963855,49,11,26841
apolloconfig/apollo,apolloconfig,apollo,Apollo is a reliable configuration management system suitable for microservice configuration management scenarios.,https://github.com/apolloconfig/apollo,29654,10230,Java,41,9.53,3727600,apolloconfig_apollo,737,7.26729986431479,6.0,6.792173197753017,1.2645861601085482,1.0,0.7046099163440513,14.985074626865671,0.0,56.8119614316666,33499,45.45318860244233,35,14,901
alibaba/canal,alibaba,canal,阿里巴巴 MySQL binlog 增量订阅&消费组件 ,https://github.com/alibaba/canal,29364,7674,Java,32,12.67,3727556,alibaba_canal,1049,5.814108674928503,4.0,6.4515776512779075,1.3803622497616779,1.0,0.8226490110414362,77.35653002859867,1.0,467.41293496509127,112590,107.33079122974262,56,13,13643
xuxueli/xxl-job,xuxueli,xxl-job,A distributed task scheduling framework.（分布式任务调度平台XXL-JOB）,https://github.com/xuxueli/xxl-job,29292,11305,Java,39,9.79,808757,xuxueli_xxl-job,171,4.777777777777778,3.0,5.257798440834761,1.128654970760234,1.0,0.3847809968653281,20.426900584795323,0.0,97.41994711367501,8854,51.77777777777778,26,4,1080
apache/kafka,apache,kafka,Mirror of Apache Kafka,https://github.com/apache/kafka,30887,14630,Java,0,14.08,68550417,apache_kafka,8477,7.796980063701781,4.0,13.442866722746846,1.4364751681019228,1.0,1.0986628943859786,63.09024419016161,0.0,1084.5646582256009,675223,79.6535330895364,446,17,70125
